jobUrl,jobId,companyName,jobTitle,logoUrl,scrapedLocation,location,workplaceType,insights,postDate,isEasyApply,isPromoted,applicantCount,url,query,category,timestamp,isRemote,Year
https://www.linkedin.com/jobs/view/3686019899/,"""Equivalent years of // one year of // every year of"""
https://www.linkedin.com/jobs/view/3684017852/,"""3+ years of // 2+ years of // 3+ years of"""
https://www.linkedin.com/jobs/view/3680816947/,"""3+ years of // 3+ years experience"""
https://www.linkedin.com/jobs/view/3681192985/,"""Bring3+ years of"""
https://www.linkedin.com/jobs/view/3691888697/,"""2+ years related"""
https://www.linkedin.com/jobs/view/3673316058/,"""trendsRequirements:2 years of"""
https://www.linkedin.com/jobs/view/3687800963/,"""five years related"""
https://www.linkedin.com/jobs/view/3684416546/,"""multi-year project // 2+ years' // 2+ years' // 2+ years' // 2+ years experience // 2+ years experience"""
https://www.linkedin.com/jobs/view/3658919290/,"""Requirements:1 year of"""
https://www.linkedin.com/jobs/view/3681271969/,"""more years of"""
https://www.linkedin.com/jobs/view/3681225673/,""""""
https://www.linkedin.com/jobs/view/3684323266/,""""""
https://www.linkedin.com/jobs/view/3682200285/,"""experience.7+ years of // similar7+ years of // API3+ years of"""
https://www.linkedin.com/jobs/view/3689953218/,"""defectsRequired:3+ years of"""
https://www.linkedin.com/jobs/view/3682865333/,"""per year.Birthday"""
https://www.linkedin.com/jobs/view/3684749061/,"""discipline+5 years of // calendar year.Learn"""
https://www.linkedin.com/jobs/view/3688975547/,"""63+ years."""
https://www.linkedin.com/jobs/view/3681425423/,"""100 years of // (5) years of"""
https://www.linkedin.com/jobs/view/3682732141/,""""""
https://www.linkedin.com/jobs/view/3688088309/,"""For6+ years of // Boomi6+ years of"""
https://www.linkedin.com/jobs/view/3681517514/,"""(8) years of // 10 years prior // 7 years experience // 10 years of // six years.DISCLAIMER:Patriot"""
https://www.linkedin.com/jobs/view/3687728017/,"""5 years in // 3 years experience // 3 years software // 5 years of"""
https://www.linkedin.com/jobs/view/3689939103/,"""2 years of // 2 years of"""
https://www.linkedin.com/jobs/view/3680809375/,"""in year 1 // fiscal year  Oversee // 3+ years of"""
https://www.linkedin.com/jobs/view/3672550222/,"""2-3 years in // 1 year of"""
https://www.linkedin.com/jobs/view/3685764944/,"""Qualifications:5+ years of"""
https://www.linkedin.com/jobs/view/3687947479/,"""5 years of"""
https://www.linkedin.com/jobs/view/3685198386/,""""""
https://www.linkedin.com/jobs/view/3684416545/,"""multi-year project // 2+ years' // 2+ years' // 2+ years' // 2+ years experience // 2+ years experience"""
https://www.linkedin.com/jobs/view/3684193807/,""""""
https://www.linkedin.com/jobs/view/3684328461/,""""""
https://www.linkedin.com/jobs/view/3688973952/,"""epitaxy. Year after // after year, our"""
https://www.linkedin.com/jobs/view/3689983591/,"""5+ years of // seniority/years of"""
https://www.linkedin.com/jobs/view/3682225481/,"""4-Year UniversityGood // (36 years strong)"""
https://www.linkedin.com/jobs/view/3683062817/,"""additional years’ // 1+ years work"""
https://www.linkedin.com/jobs/view/3688455208/,""""""
https://www.linkedin.com/jobs/view/3690894038/,"""testingExperience5 years SailPoint // enhancement5 Years Of"""
https://www.linkedin.com/jobs/view/3688801513/,"""per year plus"""
https://www.linkedin.com/jobs/view/3685177327/,"""DEAD LINK"""
https://www.linkedin.com/jobs/view/3688461644/,"""DEAD LINK"""
https://www.linkedin.com/jobs/view/3690656087/,""""""
https://www.linkedin.com/jobs/view/3691871458/,"""40 years, // 3 years’ // per year + // per year. We // New Year. For"""
https://www.linkedin.com/jobs/view/3684481568/,"""Azure.·     7+ years of // .NET.·     7+ years of // Server.·     3+ years of // Kubernetes.·     3+ years of // authentication.·     2+ years of // development.·     1+ years of"""
https://www.linkedin.com/jobs/view/3689791969/,"""Skills5+ years of // methodologies2+ years of // per Year. However,"""
https://www.linkedin.com/jobs/view/3683660838/,"""5+ years of // 1+ years of"""
https://www.linkedin.com/jobs/view/3695139763/,""""""
https://www.linkedin.com/jobs/view/3682246349/,"""DEAD LINK"""
https://www.linkedin.com/jobs/view/3695130978/,"""DEAD LINK"""
https://www.linkedin.com/jobs/view/3685499004/,"""DEAD LINK"""
https://www.linkedin.com/jobs/view/3695138904/,"""5+ years experience // per year to // per year of // per year, 10"""
https://www.linkedin.com/jobs/view/3683811056/,"""Level4 Year DegreeTravel // 30+ years, // 30 years, // 1-2 years of // 1-2 years of"""
https://www.linkedin.com/jobs/view/3682134795/,"""Qualifications3+ years of // experience2+ years of // Qualifications3+ years of // $115,000/year in // $223,600/year in"""
https://www.linkedin.com/jobs/view/3688755791/,"""2 years of // 3 years or // per year; base"""
https://www.linkedin.com/jobs/view/3685768796/,"""Meta.2+ years of // languages2+ years relevant"""
https://www.linkedin.com/jobs/view/3691885934/,"""and years of // and years of // have:1 year of // Java3 years of"""
https://www.linkedin.com/jobs/view/3684418306/,"""multi-year project // 2+ years' // 2+ years' // 2+ years' // 2+ years experience // 2+ years experience"""
https://www.linkedin.com/jobs/view/3688802976/,"""55-year heritage // 7+ Years of // 7+ Years of // 7+ Years of // 7+ Years of // 11+ Years of // 11+ Years of"""
https://www.linkedin.com/jobs/view/3687798369/,"""as years of"""
https://www.linkedin.com/jobs/view/3684327482/,""""""
https://www.linkedin.com/jobs/view/3682815746/,"""4+ years relational // 1+ years developing // 2+ years developing // plus.1+ year developing // 25 years of"""
https://www.linkedin.com/jobs/view/3690826291/,"""step)2&plus; years of // 2 years of"""
https://www.linkedin.com/jobs/view/3688796988/,"""2 years of // 5 years of // per year plus"""
https://www.linkedin.com/jobs/view/3695143264/,"""5+ years experience // per year to // per year of // per year, 10"""
https://www.linkedin.com/jobs/view/3687985983/,"""calendar year to"""
https://www.linkedin.com/jobs/view/3690875744/,"""Experience2+ years of"""
https://www.linkedin.com/jobs/view/3680811813/,"""fields3-5 years of"""
https://www.linkedin.com/jobs/view/3690822069/,"""55-year heritage"""
https://www.linkedin.com/jobs/view/3695131474/,"""2-3 years relevant // role:2+ years of // experience.1+ year of"""
https://www.linkedin.com/jobs/view/3680997835/,"""20 years of // 2 years of"""
https://www.linkedin.com/jobs/view/3684987058/,"""20 years."""
https://www.linkedin.com/jobs/view/3695137949/,""""""
https://www.linkedin.com/jobs/view/3682229023/,"""4-Year University.Up-to-date // (36 years strong)"""
https://www.linkedin.com/jobs/view/3690876515/,""""""
https://www.linkedin.com/jobs/view/3684109740/,"""DEAD LINK"""
https://www.linkedin.com/jobs/view/3695172800/,"""2 years of // Qualifications3+ years of"""
https://www.linkedin.com/jobs/view/3684016933/,"""3+ years of // 2+ years of // 3+ years of"""
https://www.linkedin.com/jobs/view/3684312975/,"""4-6 years of"""
https://www.linkedin.com/jobs/view/3685770933/,"""DEAD LINK"""
https://www.linkedin.com/jobs/view/3688092016/,"""For6+ years of // Boomi6+ years of"""
